Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,perception,tempo,Task Version,order-enwm,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: correct_response,Spreadsheet: whitescreen,Manipulation: Spreadsheet
1,1.70713E+12,05/02/2024 11:29:33,1.70713E+12,0,05/02/2024 11:29:33,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,info,audio started,7.899999857,0,7.899999857,7.899999857,0,7.899999857,0,7.899999857,0,0,,Audio Clip,Audio,2,object-12,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:34,1.70713E+12,0,05/02/2024 11:29:34,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,1509.6999998092700,1499.7000000000000,1509.6999998092700,1509.6999998092700,1499.7000000000000,1509.6999998092700,1,1509.6999998092700,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:36,1.70713E+12,0,05/02/2024 11:29:36,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1966.7000000000000,1966.7000000000000,1966.7000000000000,1966.7000000000000,1966.7000000000000,1966.7000000000000,1,1966.7000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:36,1.70713E+12,0,05/02/2024 11:29:36,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,info,audio started,6.699999905,0,6.699999905,6.699999905,0,6.699999905,0,6.699999905,0,0,,Audio Clip,Audio,2,object-12,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:37,1.70713E+12,0,05/02/2024 11:29:37,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Present,980.0999999999990,967.0999999999990,980.0999999999990,980.0999999999990,967.0999999999990,980.0999999999990,1,980.0999999999990,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:39,1.70713E+12,0,05/02/2024 11:29:39,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1966.4000000000000,1966.4000000000000,1966.4000000000000,1966.4000000000000,1966.4000000000000,1966.4000000000000,1,1966.4000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:39,1.70713E+12,0,05/02/2024 11:29:39,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,info,audio started,9.999999857,0,9.999999857,9.999999857,0,9.999999857,0,9.999999857,0,0,,Audio Clip,Audio,2,object-12,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:41,1.70713E+12,0,05/02/2024 11:29:41,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Present,1557.4999998569500,1550,1557.4999998569500,1557.4999998569500,1550,1557.4999998569500,1,1557.4999998569500,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:42,1.70713E+12,0,05/02/2024 11:29:42,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,1651.8999999523100,1649.9000000000000,1651.8999999523100,1651.8999999523100,1649.9000000000000,1651.8999999523100,1,1651.8999999523100,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
1,1.70713E+12,05/02/2024 11:29:42,1.70713E+12,0,05/02/2024 11:29:42,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:37:19,1.70713E+12,0,05/02/2024 11:37:19,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:37:52,1.70713E+12,0,05/02/2024 11:37:52,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:37:52,1.70713E+12,0,05/02/2024 11:37:52,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:37:57,1.70713E+12,0,05/02/2024 11:37:57,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,4671.000000000010,4666,4671.000000000010,4671.000000000010,4666,4671.000000000010,1,4671.000000000010,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
1,1.70713E+12,05/02/2024 11:37:59,1.70713E+12,0,05/02/2024 11:37:59,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:37:59,1.70713E+12,0,05/02/2024 11:37:59,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,info,audio started,11,0,11,11,0,11,0,11,0,0,,Audio Clip,Audio,2,object-12,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:00,1.70713E+12,0,05/02/2024 11:38:00,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Present,1419,1417,1419,1419,1417,1419,1,1419,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:02,1.70713E+12,0,05/02/2024 11:38:02,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:02,1.70713E+12,0,05/02/2024 11:38:02,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,info,audio started,12,0,12,12,0,12,0,12,0,0,,Audio Clip,Audio,2,object-12,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:03,1.70713E+12,0,05/02/2024 11:38:03,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Absent,1179,1166,1179,1179,1166,1179,1,1179,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:05,1.70713E+12,0,05/02/2024 11:38:05,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:05,1.70713E+12,0,05/02/2024 11:38:05,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,info,audio started,8,0,8,8,0,8,0,8,0,0,,Audio Clip,Audio,2,object-12,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:06,1.70713E+12,0,05/02/2024 11:38:06,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Present,857,850,857,857,850,857,1,857,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:08,1.70713E+12,0,05/02/2024 11:38:08,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1968,1968,1968,1968,1968,1968,1,1968,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:08,1.70713E+12,0,05/02/2024 11:38:08,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,info,audio started,9,0,9,9,0,9,0,9,0,0,,Audio Clip,Audio,2,object-12,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:09,1.70713E+12,0,05/02/2024 11:38:09,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Present,947,933,947,947,933,947,1,947,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:11,1.70713E+12,0,05/02/2024 11:38:11,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:11,1.70713E+12,0,05/02/2024 11:38:11,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,info,audio started,8,0,8,8,0,8,0,8,0,0,,Audio Clip,Audio,2,object-12,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:12,1.70713E+12,0,05/02/2024 11:38:12,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Absent,1079,1067,1079,1079,1067,1079,1,1079,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:14,1.70713E+12,0,05/02/2024 11:38:14,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:14,1.70713E+12,0,05/02/2024 11:38:14,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,info,audio started,11,0,11,11,0,11,0,11,0,0,,Audio Clip,Audio,2,object-12,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:15,1.70713E+12,0,05/02/2024 11:38:15,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,1382,1366,1382,1382,1366,1382,1,1382,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:17,1.70713E+12,0,05/02/2024 11:38:17,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1968,1968,1968,1968,1968,1968,1,1968,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:17,1.70713E+12,0,05/02/2024 11:38:17,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,info,audio started,7,0,7,7,0,7,0,7,0,0,,Audio Clip,Audio,2,object-12,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:19,1.70713E+12,0,05/02/2024 11:38:19,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Present,1488,1483,1488,1488,1483,1488,1,1488,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:21,1.70713E+12,0,05/02/2024 11:38:21,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:21,1.70713E+12,0,05/02/2024 11:38:21,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,info,audio started,4,0,4,4,0,4,0,4,0,0,,Audio Clip,Audio,2,object-12,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:22,1.70713E+12,0,05/02/2024 11:38:22,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Present,1400,1383,1400,1400,1383,1400,1,1400,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:38:23,1.70713E+12,0,05/02/2024 11:38:23,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,1145.0000000000100,1133,1145.0000000000100,1145.0000000000100,1133,1145.0000000000100,1,1145.0000000000100,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
1,1.70713E+12,05/02/2024 11:38:23,1.70713E+12,0,05/02/2024 11:38:23,162688,9,task-9vfn,,34804237,BLIND,10287482,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,0,high,high,10,BCADFE,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:45:32,1.70713E+12,0,05/02/2024 11:45:32,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:45:32,1.70713E+12,0,05/02/2024 11:45:32,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:45:32,1.70713E+12,0,05/02/2024 11:45:32,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:45:33,1.70713E+12,0,05/02/2024 11:45:33,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,827.4999999970200,816.4000000000000,827.4999999970200,827.4999999970200,816.4000000000000,827.4999999970200,1,827.4999999970200,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
1,1.70713E+12,05/02/2024 11:45:35,1.70713E+12,0,05/02/2024 11:45:35,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1964.4000000000000,1964.4000000000000,1964.4000000000000,1964.4000000000000,1964.4000000000000,1964.4000000000000,1,1964.4000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:35,1.70713E+12,0,05/02/2024 11:45:35,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,info,audio started,5.100000003,0,5.100000003,5.100000003,0,5.100000003,0,5.100000003,0,0,,Audio Clip,Audio,2,object-12,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:37,1.70713E+12,0,05/02/2024 11:45:37,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Present,1746.6000000029800,1732.4,1746.6000000029800,1746.6000000029800,1732.4,1746.6000000029800,1,1746.6000000029800,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:38,1.70713E+12,0,05/02/2024 11:45:38,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1964.9000000000000,1964.9000000000000,1964.9000000000000,1964.9000000000000,1964.9000000000000,1964.9000000000000,1,1964.9000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:38,1.70713E+12,0,05/02/2024 11:45:38,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,info,audio started,4.899999997,0,4.899999997,4.899999997,0,4.899999997,0,4.899999997,0,0,,Audio Clip,Audio,2,object-12,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:40,1.70713E+12,0,05/02/2024 11:45:40,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Absent,1981.5,1965,1981.5,1981.5,1965,1981.5,1,1981.5,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:42,1.70713E+12,0,05/02/2024 11:45:42,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1965.1000000000000,1965.1000000000000,1965.1000000000000,1965.1000000000000,1965.1000000000000,1965.1000000000000,1,1965.1000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:42,1.70713E+12,0,05/02/2024 11:45:42,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,info,audio started,11.89999999,0,11.89999999,11.89999999,0,11.89999999,0,11.89999999,0,0,,Audio Clip,Audio,2,object-12,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:44,1.70713E+12,0,05/02/2024 11:45:44,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Absent,2018.0999999940400,2015,2018.0999999940400,2018.0999999940400,2015,2018.0999999940400,0,2018.0999999940400,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:45:46,1.70713E+12,0,05/02/2024 11:45:46,162688,9,task-9vfn,,34804552,BLIND,10287555,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x598,,,0,high,high,10,CDBEAF,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1965.1000000000000,1965.1000000000000,1965.1000000000000,1965.1000000000000,1965.1000000000000,1965.1000000000000,1,1965.1000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
